,prim_state,area,area_name,occ_code,occ_titl,tot_emp,a_mean,a_wpct10,a_wpct25,a_median,a_wpct75,a_wpct90,year
221,AZ,9360,"Yuma, AZ ",15-1041,Computer Support Specialists,          50,    29960,15200,20540,29730,36050,49150,2000
222,AZ,9360,"Yuma, AZ ",15-1051,Computer Systems Analysts,          50,    45470,31190,34390,43440,55340,66280,2000
223,AZ,9360,"Yuma, AZ ",43-9011,Computer Operators,          40,    21890,12970,16260,24370,26670,28060,2000
224,AZ,9360,"Yuma, AZ ",43-9021,Data Entry Keyers,0,    19610,15240,17130,19400,21590,24960,2000
225,CA,680,"Bakersfield, CA ",11-3021,Computer and Information Systems Managers,         140,    69090,33320,58420,66800,83670,106870,2000
226,CA,680,"Bakersfield, CA ",13-1111,Management Analysts,         290,    61020,39470,48060,60210,70130,85420,2000
227,CA,680,"Bakersfield, CA ",15-1011,"Computer and Information Scientists, Research",         180,    71710,53980,62550,72660,83250,89670,2000
228,CA,680,"Bakersfield, CA ",15-1021,Computer Programmers,         350,    60670,39590,47430,60680,70690,85840,2000
229,CA,680,"Bakersfield, CA ",15-1031,"Computer Software Engineers, Applications",         220,    47930,31680,37770,43740,55100,71080,2000
230,CA,680,"Bakersfield, CA ",15-1032,"Computer Software Engineers, Systems Software",         210,    54740,36790,39930,48220,67550,82320,2000
231,CA,680,"Bakersfield, CA ",15-1041,Computer Support Specialists,         310,    32480,19440,29090,32290,35720,43220,2000
232,CA,680,"Bakersfield, CA ",15-1051,Computer Systems Analysts,         410,    63050,40560,51960,65080,77690,86080,2000
233,CA,680,"Bakersfield, CA ",15-1061,Database Administrators,         120,    48570,29620,32490,38960,56160,81290,2000
234,CA,680,"Bakersfield, CA ",15-1071,Network and Computer Systems Administrators,         190,    48720,32180,39180,49010,57820,67400,2000
235,CA,680,"Bakersfield, CA ",15-1081,Network Systems and Data Communications Analysts,          60,    58060,45760,49670,56130,66050,74800,2000
236,CA,680,"Bakersfield, CA ",15-2031,Operations Research Analysts,          80,    73200,49880,63620,76150,85560,92670,2000
237,CA,680,"Bakersfield, CA ",17-2061,Computer Hardware Engineers,         240,    71870,50520,59930,69760,83360,98120,2000
238,CA,680,"Bakersfield, CA ",43-9011,Computer Operators,         150,    31910,20230,24660,29690,34260,42000,2000
239,CA,680,"Bakersfield, CA ",43-9021,Data Entry Keyers,         200,    24680,16650,18910,22650,29510,36650,2000
240,CA,680,"Bakersfield, CA ",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    36880,23350,26790,33000,42120,64820,2000
241,CA,1620,"Chico-Paradise, CA ",11-3021,Computer and Information Systems Managers,          60,    53850,32050,38430,51450,64150,85070,2000
242,CA,1620,"Chico-Paradise, CA ",13-1111,Management Analysts,          70,    62440,28110,32250,46060,120690,138830,2000
243,CA,1620,"Chico-Paradise, CA ",15-1021,Computer Programmers,          60,    42250,22930,26410,35050,51710,73810,2000
244,CA,1620,"Chico-Paradise, CA ",15-1031,"Computer Software Engineers, Applications",          30,    40380,20470,25090,34880,52740,70720,2000
245,CA,1620,"Chico-Paradise, CA ",15-1041,Computer Support Specialists,          80,    36290,20780,25670,33430,46330,56030,2000
246,CA,1620,"Chico-Paradise, CA ",15-1051,Computer Systems Analysts,          60,    48630,32990,38260,44040,59460,71800,2000
247,CA,1620,"Chico-Paradise, CA ",15-1071,Network and Computer Systems Administrators,          70,    42330,20480,31060,39020,54730,69390,2000
248,CA,1620,"Chico-Paradise, CA ",43-9011,Computer Operators,          40,    26070,16490,21210,25670,31160,35910,2000
249,CA,1620,"Chico-Paradise, CA ",43-9021,Data Entry Keyers,         250,    18070,14250,15340,17070,20290,24420,2000
250,CA,1620,"Chico-Paradise, CA ",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    26450,17900,19990,24550,31470,40200,2000
251,CA,2840,"Fresno, CA ",11-3021,Computer and Information Systems Managers,         210,    66680,42700,51460,63260,76860,97510,2000
252,CA,2840,"Fresno, CA ",13-1111,Management Analysts,         410,    50790,37470,40950,47780,59060,70170,2000
253,CA,2840,"Fresno, CA ",15-1021,Computer Programmers,         230,    49260,30410,39300,49340,58190,69700,2000
254,CA,2840,"Fresno, CA ",15-1031,"Computer Software Engineers, Applications",         140,    55770,32390,41970,52190,68450,87910,2000
255,CA,2840,"Fresno, CA ",15-1032,"Computer Software Engineers, Systems Software",0,    51240,30630,34450,48840,66780,81730,2000
256,CA,2840,"Fresno, CA ",15-1041,Computer Support Specialists,         480,    36260,20200,23260,34960,46060,56750,2000
257,CA,2840,"Fresno, CA ",15-1051,Computer Systems Analysts,         280,    52200,34440,44840,52420,60400,70540,2000
258,CA,2840,"Fresno, CA ",15-1061,Database Administrators,          90,    49660,31330,38400,44420,58110,71390,2000
259,CA,2840,"Fresno, CA ",15-1071,Network and Computer Systems Administrators,         200,    46300,27730,34210,47290,58200,67490,2000
260,CA,2840,"Fresno, CA ",15-1081,Network Systems and Data Communications Analysts,          50,    49700,22520,37550,48060,60320,81620,2000
261,CA,2840,"Fresno, CA ",15-2031,Operations Research Analysts,0,    44900,29150,34210,43640,55970,65100,2000
262,CA,2840,"Fresno, CA ",19-3021,Market Research Analysts,          70,    52980,21880,30820,45050,64890,107240,2000
263,CA,2840,"Fresno, CA ",43-9011,Computer Operators,         210,    29610,16080,20480,29900,37070,43390,2000
264,CA,2840,"Fresno, CA ",43-9021,Data Entry Keyers,        1220,    22850,15820,18970,23480,26290,27980,2000
265,CA,2840,"Fresno, CA ",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         240,    27790,16250,21340,27690,33870,40650,2000
266,CA,4480,"Los Angeles-Long Beach, CA",11-3021,Computer and Information Systems Managers,        8570,    83470,47770,65600,83510,103230,123880,2000
267,CA,4480,"Los Angeles-Long Beach, CA",13-1111,Management Analysts,       10700,    63370,36650,46830,60440,75190,102740,2000
268,CA,4480,"Los Angeles-Long Beach, CA",15-1011,"Computer and Information Scientists, Research",         510,    74820,35510,50240,69250,91390,139460,2000
269,CA,4480,"Los Angeles-Long Beach, CA",15-1021,Computer Programmers,       14530,    59060,37720,47480,55710,70600,86740,2000
270,CA,4480,"Los Angeles-Long Beach, CA",15-1031,"Computer Software Engineers, Applications",       10890,    78160,48610,59420,73850,90100,130390,2000
271,CA,4480,"Los Angeles-Long Beach, CA",15-1032,"Computer Software Engineers, Systems Software",        9020,    69200,40750,50360,66210,90520,106660,2000
272,CA,4480,"Los Angeles-Long Beach, CA",15-1041,Computer Support Specialists,       15360,    43200,26270,33320,41450,51160,62030,2000
273,CA,4480,"Los Angeles-Long Beach, CA",15-1051,Computer Systems Analysts,       12020,    58060,35670,44430,56430,70240,84310,2000
274,CA,4480,"Los Angeles-Long Beach, CA",15-1061,Database Administrators,        3130,    55180,31400,39100,52130,68290,87020,2000
275,CA,4480,"Los Angeles-Long Beach, CA",15-1071,Network and Computer Systems Administrators,        7960,    53630,32430,40070,51150,67420,81660,2000
276,CA,4480,"Los Angeles-Long Beach, CA",15-1081,Network Systems and Data Communications Analysts,        3360,    63130,37630,49770,62020,75130,95230,2000
277,CA,4480,"Los Angeles-Long Beach, CA",15-2031,Operations Research Analysts,        1490,    57410,38290,46200,55850,67690,80850,2000
278,CA,4480,"Los Angeles-Long Beach, CA",15-2041,Statisticians,0,    69020,34440,41410,55690,100970,133660,2000
279,CA,4480,"Los Angeles-Long Beach, CA",17-2061,Computer Hardware Engineers,        1330,    71800,32060,47140,67580,90860,128940,2000
280,CA,4480,"Los Angeles-Long Beach, CA",19-3021,Market Research Analysts,        3930,    47720,24650,28440,45040,57620,79740,2000
281,CA,4480,"Los Angeles-Long Beach, CA",43-9011,Computer Operators,        6940,    30950,19020,23630,29070,36530,43850,2000
282,CA,4480,"Los Angeles-Long Beach, CA",43-9021,Data Entry Keyers,       19140,    22830,15080,18480,21940,26710,32240,2000
283,CA,4480,"Los Angeles-Long Beach, CA",43-9111,Statistical Assistants,         380,    39640,21300,25480,31420,44620,71940,2000
284,CA,4480,"Los Angeles-Long Beach, CA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        3820,    32470,16360,19830,26700,36590,52590,2000
285,CA,4940,"Merced, CA ",11-3021,Computer and Information Systems Managers,          30,    71300,46610,53990,66810,83020,106990,2000
286,CA,4940,"Merced, CA ",15-1021,Computer Programmers,          50,    46870,29460,34140,46860,57340,67760,2000
287,CA,4940,"Merced, CA ",15-1041,Computer Support Specialists,          70,    33970,21320,26080,32250,40950,50400,2000
288,CA,4940,"Merced, CA ",15-1051,Computer Systems Analysts,          40,    51560,30780,41820,52630,63340,70810,2000
289,CA,4940,"Merced, CA ",15-1071,Network and Computer Systems Administrators,          30,    43650,32660,38290,42390,48300,57940,2000
290,CA,4940,"Merced, CA ",15-1081,Network Systems and Data Communications Analysts,0,    60120,36910,45870,58680,72450,87910,2000
291,CA,4940,"Merced, CA ",43-9021,Data Entry Keyers,          70,    23480,15740,18130,21510,27170,34660,2000
292,CA,5170,"Modesto, CA ",11-3021,Computer and Information Systems Managers,         200,    69400,36320,49900,64240,80620,139640,2000
293,CA,5170,"Modesto, CA ",13-1111,Management Analysts,          50,    60780,38920,43830,53010,73910,90250,2000
294,CA,5170,"Modesto, CA ",15-1021,Computer Programmers,         130,    56570,32900,41400,52790,65010,77290,2000
295,CA,5170,"Modesto, CA ",15-1031,"Computer Software Engineers, Applications",          30,    49460,31830,35640,46930,58740,77060,2000
296,CA,5170,"Modesto, CA ",15-1041,Computer Support Specialists,         230,    39160,24260,29100,38590,48830,56300,2000
297,CA,5170,"Modesto, CA ",15-1051,Computer Systems Analysts,0,    67080,36490,43290,55940,87090,123920,2000
298,CA,5170,"Modesto, CA ",15-1061,Database Administrators,          50,    44180,25140,34130,42120,56080,66950,2000
299,CA,5170,"Modesto, CA ",15-1071,Network and Computer Systems Administrators,         100,    51850,24760,34340,45750,57650,83320,2000
300,CA,5170,"Modesto, CA ",19-3021,Market Research Analysts,          30,    43780,21950,31790,41750,53080,64250,2000
301,CA,5170,"Modesto, CA ",43-9011,Computer Operators,         210,    27570,18530,20010,23080,33720,41450,2000
302,CA,5170,"Modesto, CA ",43-9021,Data Entry Keyers,         620,    25050,17830,23140,25300,27460,31580,2000
303,CA,5170,"Modesto, CA ",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          90,    39900,20960,26540,34230,42460,75820,2000
304,CA,5775,"Oakland, CA",11-3021,Computer and Information Systems Managers,        3030,    86290,51170,66130,85500,108360,129660,2000
305,CA,5775,"Oakland, CA",13-1111,Management Analysts,        2530,    65230,36730,49870,62890,79490,98510,2000
306,CA,5775,"Oakland, CA",15-1011,"Computer and Information Scientists, Research",         860,    80540,51690,62620,77800,95070,118660,2000
307,CA,5775,"Oakland, CA",15-1021,Computer Programmers,        6110,    65790,43870,51920,64610,79750,92410,2000
308,CA,5775,"Oakland, CA",15-1031,"Computer Software Engineers, Applications",        5170,    82750,55450,66500,82350,100330,115540,2000
309,CA,5775,"Oakland, CA",15-1032,"Computer Software Engineers, Systems Software",        3940,    72290,41350,56700,72530,88140,106870,2000
310,CA,5775,"Oakland, CA",15-1041,Computer Support Specialists,        5200,    46820,30080,36280,43660,54820,70200,2000
311,CA,5775,"Oakland, CA",15-1051,Computer Systems Analysts,        5580,    70860,45750,54650,68720,84680,105230,2000
312,CA,5775,"Oakland, CA",15-1061,Database Administrators,        1230,    57970,35640,41630,53020,72560,87690,2000
313,CA,5775,"Oakland, CA",15-1071,Network and Computer Systems Administrators,        2790,    58490,38600,47970,57340,69560,82260,2000
314,CA,5775,"Oakland, CA",15-1081,Network Systems and Data Communications Analysts,         640,    58680,34540,42000,54130,76820,90330,2000
315,CA,5775,"Oakland, CA",15-2031,Operations Research Analysts,0,   100320,52700,66320,91500,145601,145601,2000
316,CA,5775,"Oakland, CA",15-2041,Statisticians,         100,    63100,44740,48740,55430,67010,102140,2000
317,CA,5775,"Oakland, CA",17-2061,Computer Hardware Engineers,        1530,    90690,59620,67170,89540,114140,137360,2000
318,CA,5775,"Oakland, CA",19-3021,Market Research Analysts,        1510,    79630,33490,48250,67950,122210,138450,2000
319,CA,5775,"Oakland, CA",43-9011,Computer Operators,        1340,    36140,21370,26370,34830,42620,48850,2000
320,CA,5775,"Oakland, CA",43-9021,Data Entry Keyers,        3480,    24760,14200,20590,25070,28670,34100,2000
321,CA,5775,"Oakland, CA",43-9111,Statistical Assistants,         100,    31620,25510,28820,31510,34160,36380,2000
322,CA,5775,"Oakland, CA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    33810,23980,28450,32480,38260,45030,2000
323,CA,5945,"Orange County, CA",11-3021,Computer and Information Systems Managers,        4040,    87240,47390,67430,88060,108980,138450,2000
324,CA,5945,"Orange County, CA",13-1111,Management Analysts,        4100,    71240,42360,52740,68410,87620,109990,2000
325,CA,5945,"Orange County, CA",15-1011,"Computer and Information Scientists, Research",         230,    87980,44390,56680,93890,113900,145601,2000
326,CA,5945,"Orange County, CA",15-1021,Computer Programmers,        8240,    73710,42460,54620,70790,97630,109170,2000
327,CA,5945,"Orange County, CA",15-1031,"Computer Software Engineers, Applications",        6030,    73850,48970,59440,70960,87040,108110,2000
328,CA,5945,"Orange County, CA",15-1032,"Computer Software Engineers, Systems Software",        2660,    72640,36240,52140,74960,89630,110270,2000
329,CA,5945,"Orange County, CA",15-1041,Computer Support Specialists,        4900,    42320,26040,32270,40820,50540,62170,2000
330,CA,5945,"Orange County, CA",15-1051,Computer Systems Analysts,        4900,    62770,44930,49900,57470,76770,88970,2000
331,CA,5945,"Orange County, CA",15-1061,Database Administrators,        1280,    54400,28280,40070,51960,71640,84640,2000
332,CA,5945,"Orange County, CA",15-1071,Network and Computer Systems Administrators,        3470,    56620,36890,44260,54190,68590,82860,2000
333,CA,5945,"Orange County, CA",15-1081,Network Systems and Data Communications Analysts,        1090,    59420,41270,49150,58510,70410,83630,2000
334,CA,5945,"Orange County, CA",15-2031,Operations Research Analysts,         400,    55480,39150,46000,52330,62250,78810,2000
335,CA,5945,"Orange County, CA",15-2041,Statisticians,          40,    65730,33670,51220,69760,82630,89830,2000
336,CA,5945,"Orange County, CA",17-2061,Computer Hardware Engineers,         940,    69500,38660,53190,67330,84080,109600,2000
337,CA,5945,"Orange County, CA",19-3021,Market Research Analysts,        1430,    61930,34720,42820,55270,80650,103850,2000
338,CA,5945,"Orange County, CA",43-9011,Computer Operators,        4300,    36290,20730,29160,33700,44970,55410,2000
339,CA,5945,"Orange County, CA",43-9021,Data Entry Keyers,        6350,    23850,17620,20070,23180,27300,32260,2000
340,CA,5945,"Orange County, CA",43-9111,Statistical Assistants,         110,    30160,19580,22670,26380,36910,45990,2000
341,CA,5945,"Orange County, CA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    34340,20520,25290,33730,41620,49720,2000
342,CA,6690,"Redding, CA ",11-3021,Computer and Information Systems Managers,          40,    56380,37880,41240,47170,66780,86820,2000
343,CA,6690,"Redding, CA ",13-1111,Management Analysts,          50,    48790,32540,37640,43580,53500,69190,2000
344,CA,6690,"Redding, CA ",15-1021,Computer Programmers,0,    65330,32910,41620,71190,85300,92350,2000
345,CA,6690,"Redding, CA ",15-1041,Computer Support Specialists,0,    29620,22190,24860,27610,35610,42950,2000
346,CA,6690,"Redding, CA ",15-1051,Computer Systems Analysts,          50,    41220,29900,33940,41390,49060,54380,2000
347,CA,6690,"Redding, CA ",15-1071,Network and Computer Systems Administrators,          70,    35970,13670,18840,37220,50870,56830,2000
348,CA,6690,"Redding, CA ",19-3021,Market Research Analysts,0,    39210,24620,28000,36610,43820,63720,2000
349,CA,6690,"Redding, CA ",43-9011,Computer Operators,          70,    41700,15840,20030,31020,62190,90820,2000
350,CA,6690,"Redding, CA ",43-9021,Data Entry Keyers,         210,    22880,15470,17940,21620,27290,33290,2000
351,CA,6690,"Redding, CA ",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          50,    26440,15880,18450,26450,32100,37020,2000
